Fecha_registro,Documento,Id_Vendedor,Id_Producto,Id_Empresa,Cantidad,%_Descuento,Precio_unitario,Costo_Unitario
2023-01-29,C-45138,5,4202,46,30,0,21.39,12.5
2023-01-29,B-45138,6,4674,37,1,0.15,66.64,56.93
2023-01-29,B-45138,6,5301,37,3,0.15,24.34,22.9
2023-01-29,A-45138,8,1702,33,3,0.1,503.51,435
2023-01-29,A-45138,8,1702,33,3,0.1,503.51,435
2023-01-29,C-45139,3,247,198,30,0,18.14,16.99
2023-01-29,C-45139,3,247,198,30,0,18.14,16.99
2023-01-29,C-45139,3,247,198,30,0,18.14,16.99
2023-01-29,B-45139,16,2688,183,2,0,3850.36,2852.12
2023-01-29,B-45139,16,2336,175,30,0.1,89.77,81.15
2023-01-29,B-45139,16,2340,175,50,0.06,113.94,91.15
2023-01-29,B-45139,16,259,149,16,0.08,24.97,21.71
2023-01-29,B-45139,16,3140,149,200,0,0.6,0.37
2023-01-29,B-45139,16,3545,149,1,0,3296,1258.26
2023-01-29,A-45139,8,1702,137,15,0,737.5,590
2023-01-29,C-45139,19,1212,120,8,0.15,47.06,44.29
2023-01-29,C-45139,19,5234,120,1,0,351.08,305.28
2023-01-29,C-45139,5,13,119,10,0,52.91,42.13
2023-01-29,C-45139,5,747,119,5,0,67.2,53.76
2023-01-29,C-45139,5,3389,119,1,0,471.62,370.6
2023-01-29,C-45139,5,3716,119,2,0,1231.11,984.89
2023-01-29,C-45139,5,4674,119,2,0,102.53,82.02
2023-01-29,C-45139,19,1383,77,2,0.05,1401.25,1250
2023-01-29,C-45139,19,3221,77,3,0.07,777.15,668.51
2023-01-29,B-45139,9,565,74,20,0.07,2.04,1.75
2023-01-29,B-45139,9,4774,74,1,0.07,285.51,283.52
2023-01-29,B-45139,9,5247,74,18,0.07,2.17,1.87
2023-01-29,B-45139,9,5248,74,3,0.07,4.59,3.78
2023-01-29,B-45139,9,5249,74,2,0.07,10.33,8.88
2023-01-29,C-45139,20,1702,33,3,0.1,503.51,435
2023-01-29,C-45139,20,1702,33,3,0.1,503.51,435
2023-01-29,C-45139,5,1733,46,200,0,2.84,2.27
2023-01-29,A-45139,8,1702,33,3,0.1,503.51,435
2023-01-29,A-45139,8,1702,33,3,0.1,503.51,435
2023-01-29,C-45139,5,13,16,10,0,57.46,45.97
2023-01-29,C-45139,5,672,16,10,0,15.34,12.22
2023-01-29,C-45139,5,802,16,3,0,235.1,115.85
2023-01-29,C-45139,5,825,16,5,0,235.1,139.35
2023-01-29,C-45139,5,853,16,4,0,240.33,140.46
2023-01-29,C-45139,5,1318,16,10,0,4.35,3.05
2023-01-29,C-45139,5,1733,16,100,0,3.04,2.69
2023-01-29,C-45139,5,2200,16,5,0,51.24,46.55
2023-01-29,C-45139,5,2205,16,20,0,29.53,25.86
2023-01-29,C-45139,5,3138,16,1200,0,0.88,0.26
2023-01-29,C-45139,5,5563,16,100,0,5.74,4.5
2023-01-29,C-45140,3,608,198,70,0.05,43.01,36.26
2023-01-29,C-45140,3,1040,198,10,0,16.2,13.47
2023-01-29,C-45140,3,5613,198,25,0,34.82,27.86
2023-01-29,C-45140,21,2480,172,2,0,380.45,304.36
2023-01-29,C-45140,21,2480,172,100,0,362.96,290.37
2023-01-29,C-45140,21,2480,172,600,0,10.65,8.52
2023-01-29,C-45140,21,2480,172,2,0,111.2,88.96
2023-01-29,A-45140,8,4607,179,2,0,6175.28,4538.91
2023-01-29,A-45140,8,4612,179,4,0,5684.96,5557.63
2023-01-29,A-45140,8,4622,179,2,0.13,26712.46,18019.68
2023-01-29,A-45140,8,4770,179,2,0,196.84,148.35
2023-01-29,A-45140,8,4810,179,5,0,4800,3697.5
2023-01-29,C-45140,3,3104,181,3,0,282.13,170.2
2023-01-29,C-45140,3,3222,181,1,0,1109.07,668.51
2023-01-29,C-45140,3,5498,181,35,0,34.66,30.14
2023-01-29,C-45140,21,3887,140,2,0,135.59,125.55
2023-01-30,C-45140,21,3888,140,2,0,269.56,249.6
2023-01-30,C-45140,21,3889,140,2,0,269.56,249.6
2023-01-30,C-45140,21,3890,140,2,0,472.73,378.18
2023-01-30,C-45140,21,3908,140,2,0,587.8,547.47
2023-01-30,C-45140,21,3911,140,2,0,91.66,85.66
2023-01-30,C-45140,5,3720,119,2,0,1913.86,1650.85
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,2,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,1,0,55.78,42.64
2023-01-30,C-45140,21,3550,83,3,0,55.78,42.64
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,111.14
2023-01-30,C-45140,21,3753,83,12,0.07,145.13,121.24
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,124.6
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,124.6
2023-01-30,C-45140,21,3753,83,1,0.07,145.13,113.5
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.41
2023-01-30,C-45140,21,3754,83,12,0.07,145.13,113.47
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.5
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.5
2023-01-30,C-45140,21,3754,83,1,0.07,145.13,113.5
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,12,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3780,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-01-30,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,12,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,1,0.1,139.76,124.23
2023-02-02,C-45140,21,3781,83,4,0.1,139.76,124.23
2023-02-02,C-45140,20,565,70,7,0,2.19,1.78
2023-02-02,C-45140,20,1890,70,4,0,59.58,51.47
2023-02-02,C-45140,20,1940,70,4,0,8.29,6.78
2023-02-02,C-45140,20,4770,70,1,0,185,148.35
2023-02-02,C-45140,2,620,86,30,0.05,93.32,85.05
2023-02-02,C-45140,20,1702,33,3,0.1,503.51,435
2023-02-02,C-45140,20,1702,33,3,0.1,503.51,435
2023-02-02,C-45140,5,4259,44,1,0,3010.27,1936.05
2023-02-02,C-45140,5,4259,44,1,0,3010.27,1936.05
2023-02-02,B-45140,6,193,37,8,0,2.12,1.7
2023-02-02,B-45140,6,1227,37,4,0,143.75,115
2023-02-02,B-45140,6,1505,37,11,0,7.84,6.27
2023-02-02,A-45140,8,1702,33,3,0.1,503.51,435
2023-02-02,A-45140,8,1702,33,3,0.1,503.51,435
2023-02-02,C-45140,5,770,16,5,0,139.7,111.76
2023-02-02,C-45141,2,1892,202,1,0,7.85,6.28
2023-02-02,C-45141,2,1927,202,1,0,30.84,24.67
2023-02-02,C-45141,2,4556,202,24,0,11.62,10.73
2023-02-02,C-45141,2,4557,202,18,0,19.07,15.09
2023-02-02,C-45141,2,4565,202,12,0,11.62,10.73
2023-02-02,C-45141,2,4566,202,22,0,11.62,10.73
2023-02-02,C-45141,2,4568,202,6,0,14.53,12.63
2023-02-02,C-45141,2,4570,202,34,0,28.33,25.89
2023-02-02,C-45141,2,4679,202,2,0,108.15,86.52
2023-02-02,C-45141,2,4683,202,2,0,75.46,56.93
2023-02-02,C-45141,2,5258,202,3,0,1.95,1.39
2023-02-02,C-45141,2,5259,202,6,0,3.35,2.57
2023-02-02,C-45141,2,5645,202,50,0,3.4,2.72
2023-02-02,C-45141,5,4061,169,1,0,193.07,125.91
2023-02-02,B-45141,16,3406,148,3,0.12,231.19,186.74
2023-02-02,C-45141,20,1341,94,200,0,2.25,1.81
2023-02-02,C-45141,20,1702,33,3,0.1,503.51,435
2023-02-02,C-45141,20,1702,33,1,0.1,503.51,435
2023-02-02,C-45141,21,3211,32,2,0,492.83,394.26
2023-02-02,C-45141,5,3136,46,600,0,0.3,0.24
2023-02-02,A-45141,8,1702,33,3,0.1,503.51,435
2023-02-02,A-45141,8,1702,33,3,0.1,503.51,435
2023-02-02,C-45141,5,603,16,2,0,2.74,2.3
2023-02-02,C-45141,5,770,16,3,0,139.7,111.76
2023-02-02,C-45141,5,799,16,2,0,159.23,134.15
2023-02-02,C-45141,5,802,16,4,0,235.1,115.85
2023-02-02,C-45141,5,2226,16,10,0,63.22,58.93
2023-02-02,C-45141,5,2229,16,10,0,91,74.21
2023-02-02,C-45142,21,1477,55,50,0,16.32,14.58
2023-02-02,C-45142,5,1905,46,1,0,10.25,9.78
2023-02-02,C-45142,5,2202,46,8,0,16.02,12.93
2023-02-02,C-45142,5,2202,46,8,0,16.02,12.93
2023-02-02,C-45142,5,2440,46,10,0,58.8,49
2023-02-02,C-45142,5,2444,46,10,0,33.6,28
2023-02-02,C-45142,5,3135,46,400,0,0.24,0.19
2023-02-02,C-45142,5,3135,46,400,0,0.24,0.19
2023-02-02,C-45142,5,3138,46,800,0,0.29,0.25
2023-02-02,C-45142,5,3138,46,800,0,0.29,0.25
2023-02-02,C-45142,5,3140,46,1100,0,0.58,0.37
2023-02-02,B-45143,9,1007,188,15,0.07,3873.45,3367.5
2023-02-02,B-45143,16,751,175,10,0.1,78.09,63.52
2023-02-02,B-45143,16,3763,175,10,0.02,171.16,161.42
2023-02-02,C-45143,3,4683,164,30,0.15,60.35,57.27
2023-02-02,C-45143,3,4687,164,20,0.11,63.34,56.93
2023-02-02,C-45143,3,4712,164,1,0.13,604.54,556.16
2023-02-02,C-45143,3,4765,164,2,0.29,82,75.83
2023-02-02,C-45143,3,4769,164,3,0.3,161.2,148.35
2023-02-02,C-45143,21,528,129,1,0,849.2,540
2023-02-02,C-45143,21,1761,129,10,0,63.11,33.55
2023-02-02,C-45143,20,1341,94,100,0,2.25,1.81
2023-02-02,C-45143,20,1341,94,400,0,2.25,1.81
2023-02-02,C-45143,20,5244,94,134,0,2.1,1.68
2023-02-02,C-45143,20,5247,94,50,0,2.34,1.87
2023-02-02,C-45143,20,4230,84,1,0.1,10836,9631.96
2023-02-02,C-45143,21,4358,43,1,0,3729.86,2843.77
2023-02-02,C-45143,5,3396,46,1,0,472.91,358.06
2023-02-02,B-45144,16,3313,149,4,0.1,433.59,385.41
2023-02-02,B-45144,16,3279,148,6,0.08,85.8,74.61
2023-02-02,C-45144,21,3886,140,1,0.15,136.64,128.6
2023-02-02,C-45144,21,3887,140,1,0.15,133.4,125.55
2023-02-02,C-45144,21,3887,140,1,0.15,133.4,125.55
2023-02-02,C-45144,21,3888,140,1,0.15,265.2,249.6
2023-02-02,C-45144,21,3889,140,1,0.15,265.2,249.6
2023-02-02,C-45144,21,3889,140,1,0.15,265.2,249.6
2023-02-02,C-45144,21,3890,140,1,0.15,401.82,378.18
2023-02-02,C-45144,21,3908,140,1,0.15,581.69,547.47
2023-02-02,C-45144,21,3911,140,1,0.15,91.02,85.66
2023-02-02,C-45144,21,3911,140,1,0.15,91.02,85.66
2023-02-02,C-45144,2,1932,146,1,0.05,31.2,26.27
2023-02-02,C-45144,2,4933,146,1,0.05,487.2,410.27
2023-02-02,C-45144,21,85,72,20,0,125.15,77.05
2023-02-02,C-45144,21,85,72,20,0,125.15,84.7
2023-02-02,C-45144,21,85,72,20,0,125.15,84.7
2023-02-02,C-45144,21,85,72,20,0,125.15,84.7
2023-02-02,C-45144,21,5686,72,3,0,68.92,46.63
2023-02-02,A-45144,14,5329,64,13,0,1369.97,4
2023-02-02,B-45144,6,3696,37,1,0.1,404.15,359.25
2023-02-02,B-45144,6,4900,37,2,0,74.67,47.44
2023-02-02,C-45145,21,218,156,25,0,165,4.6
2023-02-02,C-45145,21,218,156,25,0,165,4.6
2023-02-03,B-45145,16,670,148,30,0,11.4,9.12
2023-02-03,B-45145,16,3140,148,400,0,0.5,0.37
2023-02-03,B-45145,16,4251,148,3,0,1696.82,1217.27
2023-02-03,C-45145,21,1845,72,80,0,16.25,8.37
2023-02-03,C-45145,21,1845,72,80,0,16.25,10.04
2023-02-03,C-45145,21,1845,72,80,0,16.25,10.04
2023-02-03,C-45145,21,1845,72,43,0,16.25,10.04
2023-02-03,C-45145,21,3772,72,20,0,471.99,377.59
2023-02-03,C-45145,21,3772,72,20,0,471.99,377.59
2023-02-03,C-45145,5,2480,46,1,0,218572.63,174858.1
2023-02-03,C-45145,5,3136,46,700,0,0.3,0.24
2023-02-03,C-45145,5,3140,46,1100,0,0.78,0.37
2023-02-03,A-45145,8,1702,33,2,0.1,503.51,435
2023-02-03,A-45145,8,1960,33,20,0.05,18.53,16.81
2023-02-03,C-45146,3,3312,177,3,0,445.32,404.83
2023-02-03,C-45146,3,5,176,3,0.1,11.89,10.57
2023-02-03,B-45146,9,287,170,1,0,1054,791.33
2023-02-03,C-45146,3,297,176,20,0.1,18.4,16.68
2023-02-03,C-45146,3,313,176,15,0.1,24.25,21.37
2023-02-03,C-45146,3,317,176,10,0.1,47.93,38.34
2023-02-03,C-45146,3,1522,176,100,0.1,6.7,5.95
2023-02-03,B-45146,9,1522,170,100,0,7.43,5.95
2023-02-03,C-45146,3,1524,176,100,0.1,6.7,5.95
2023-02-03,B-45146,9,1524,170,100,0,7.43,5.95
2023-02-03,C-45146,3,1528,176,100,0.1,6.7,5.95
2023-02-03,B-45146,9,1539,170,200,0,4.78,3.82
2023-02-03,B-45146,9,1542,170,200,0,4.78,3.82
2023-02-03,B-45146,9,1562,170,100,0,3.28,2.63
2023-02-03,C-45146,3,1604,176,200,0.1,10.76,9.56
2023-02-03,C-45146,3,1605,176,200,0.1,10.76,9.33
2023-02-03,C-45146,3,1608,176,100,0.1,10.76,9.56
2023-02-03,C-45146,3,1960,176,10,0.1,17.6,15.65
2023-02-03,B-45146,9,2368,170,100,0,3.7,3.5
2023-02-03,B-45146,9,2370,170,200,0,6.29,5.03
2023-02-03,B-45146,9,4556,170,6,0,11.62,10.73
2023-02-03,B-45146,9,4560,170,2,0,16.8,14.61
2023-02-03,B-45146,9,4565,170,6,0,11.62,10.73
2023-02-03,B-45146,9,4565,170,2,0,11.62,10.73
2023-02-03,B-45146,9,4570,170,8,0,28.33,25.89
2023-02-03,B-45146,9,4571,170,1,0,261.06,227.01
2023-02-03,C-45146,3,4699,176,2,0.1,376.95,335.06
2023-02-03,C-45146,3,4702,176,2,0.1,707.19,473.67
2023-02-03,C-45146,3,4814,176,10,0.1,4.05,2.98
2023-02-03,C-45146,3,5028,176,50,0.1,43.38,38.57
2023-02-03,B-45146,9,5151,170,2,0,346.51,277.21
2023-02-03,B-45146,9,5180,170,1,0,204.81,163.85
2023-02-03,B-45146,9,5244,170,8,0,2.43,1.68
2023-02-03,B-45146,9,5248,170,6,0,4.91,3.4
2023-02-03,B-45146,9,5254,170,6,0,2.6,1.8
2023-02-03,C-45146,3,1218,164,87,0.1,38.52,34.39
2023-02-03,C-45146,5,70,119,10,0,3.46,3.23
2023-02-03,C-45146,5,80,119,10,0,2.53,2.02
2023-02-03,C-45146,5,84,119,5,0,1.7,1.39
2023-02-03,C-45146,5,771,119,5,0,90.77,86.07
2023-02-03,C-45146,5,773,119,4,0,117.69,94.15
2023-02-03,C-45146,5,1737,119,3,0,48.8,36.29
2023-02-03,C-45146,5,1752,119,6,0,16.8,10.33
2023-02-03,C-45146,5,1758,119,4,0,46.95,33.08
2023-02-03,C-45146,5,1836,119,1,0,55.85,43.37
2023-02-03,C-45146,5,1892,119,2,0,25.1,6.78
2023-02-03,C-45146,5,2226,119,1,0,65,52.81
2023-02-03,C-45146,5,2929,119,5,0,58.37,36.33
2023-02-03,C-45146,5,2976,119,1,0,107.99,73.27
2023-02-03,C-45146,5,2986,119,1,0,256.8,161.41
2023-02-03,C-45146,5,2988,119,1,0,264.66,161.41
2023-02-03,C-45146,5,2989,119,2,0,264.65,132.1
2023-02-03,C-45146,5,2997,119,1,0,359.09,199.13
2023-02-03,C-45146,5,3000,119,1,0,350.66,199.13
2023-02-03,C-45146,5,3216,119,1,0,482.9,394.26
2023-02-03,C-45146,5,3237,119,4,0,347.77,231
2023-02-03,C-45146,5,3300,119,1,0,280.1,228.67
2023-02-03,C-45146,5,3318,119,2,0,798.26,590.62
2023-02-03,C-45146,5,3319,119,1,0,795.95,590.62
2023-02-03,C-45146,5,3329,119,1,0,1157.32,697.55
2023-02-03,C-45146,5,3634,119,1,0,25.73,20.72
2023-02-03,C-45146,5,3648,119,1,0,45.26,29.71
2023-02-03,C-45146,5,3652,119,4,0,24,20.24
2023-02-03,C-45146,5,4075,119,2,0,461.49,362.59
2023-02-03,C-45146,5,4832,119,200,0,0.56,0.5
2023-02-03,C-45146,5,4845,119,100,0,0.5,0.37
2023-02-03,C-45146,5,4947,119,14,0,61.63,45.91
2023-02-03,C-45146,5,5553,119,200,0,5.37,4.5
2023-02-03,A-45146,8,1512,107,160,0.1,6.69,5.81
2023-02-03,A-45146,8,1514,107,160,0.1,6.69,5.81
2023-02-03,A-45146,8,1539,107,1200,0.1,4.3,3.74
2023-02-03,A-45146,8,1545,107,1200,0.1,4.3,3.64
2023-02-03,A-45146,8,1599,107,16,0.1,10.76,9.56
2023-02-03,A-45146,8,5581,107,800,0.1,3.48,2.86
2023-02-03,A-45146,14,3754,95,25,0.07,175.58,134.52
2023-02-03,A-45146,14,3756,95,11,0.07,171.36,147.41
2023-02-03,A-45146,14,3760,95,25,0.07,303.27,251.88
2023-02-03,A-45146,14,3766,95,10,0.07,768.39,569.18
2023-02-03,A-45146,14,3767,95,2,0.07,768.4,569.19
2023-02-03,A-45146,14,3767,95,6,0.07,768.39,278.19
2023-02-03,A-45146,14,3770,95,6,0.07,401.21,343.22
2023-02-03,A-45146,14,3783,95,26,0.07,213.8,158.37
2023-02-03,A-45146,14,3783,95,10,0.07,213.8,154.94
2023-02-03,A-45146,14,3788,95,10,0.07,531.6,393.78
2023-02-03,A-45146,14,3793,95,5,0.07,531.6,393.78
2023-02-03,A-45146,14,4033,95,70,0.07,30.76,27.42
2023-02-03,A-45146,14,4033,95,80,0.07,30.76,27.79
2023-02-03,A-45146,14,4034,95,70,0.07,30.76,27.09
2023-02-03,A-45146,14,4034,95,60,0.07,30.76,27.09
2023-02-03,B-45146,9,5,66,50,0.07,13.95,11.55
2023-02-03,B-45146,9,543,66,43,0.07,7.74,6.66
2023-02-03,B-45146,9,560,66,50,0.07,0.79,0.68
2023-02-03,B-45146,9,612,66,50,0.07,4.14,3.56
2023-02-03,B-45146,9,620,66,5,0.07,98.87,85.05
2023-02-03,B-45146,9,698,66,49,0,0.28,0.22
2023-02-03,B-45146,9,698,66,151,0.07,0.26,0.22
2023-02-03,B-45146,9,709,66,250,0.07,0.4,0.34
2023-02-03,B-45146,9,1040,66,20,0.07,15.66,11.55
2023-02-03,B-45146,9,1051,66,50,0.07,2.35,1.98
2023-02-04,B-45146,9,1141,66,4,0.07,1.4,1.2
2023-02-04,B-45146,9,1215,66,4,0.07,44.36,34.98
2023-02-04,B-45146,9,1222,66,4,0.07,2.79,2.4
2023-02-04,B-45146,9,2928,66,8,0.07,215.96,160.74
2023-02-04,B-45146,9,5248,66,30,0.07,4.59,3.78
2023-02-04,B-45146,9,5254,66,30,0.07,4.85,3.88
2023-02-04,B-45146,9,5258,66,30,0.07,1.62,1.5
2023-02-04,B-45146,9,5263,66,30,0.07,10.45,7.76
2023-02-04,C-45146,5,2480,46,1,0,218572.63,174858.1
2023-02-04,C-45147,3,608,198,50,0,45.27,35.52
2023-02-04,C-45147,3,608,198,50,0,45.27,38.12
2023-02-04,C-45147,3,630,198,12,0,80.19,61.91
2023-02-04,C-45147,3,257,181,35,0,43.28,36.64
2023-02-04,C-45147,3,259,181,35,0,27.13,21.71
2023-02-04,C-45147,3,3056,181,1,0.07,6922.52,4546.83
2023-02-04,C-45147,3,3510,181,1,0,1564.77,1360.67
2023-02-04,C-45147,3,3719,181,1,0,2383.07,1367.75
2023-02-04,C-45147,3,3851,181,6,0,322.18,211.04
2023-02-04,C-45147,3,4020,181,1,0,342.96,216.3
2023-02-04,C-45147,5,129,119,2,0,33.81,27.05
2023-02-04,C-45147,5,130,119,2,0,38.63,30.9
2023-02-04,C-45147,5,1747,119,2,0,70.73,46.37
2023-02-04,C-45147,5,1748,119,1,0,116.13,79.9
2023-02-04,C-45147,5,1756,119,20,0,39.27,33.44
2023-02-04,C-45147,5,1767,119,200,0,1.5,0.61
2023-02-04,C-45147,5,1821,119,4,0,602.41,505.72
2023-02-04,C-45147,5,3720,119,5,0,1913.86,1630.9
2023-02-04,C-45147,3,2332,93,1,0,462.5,370
2023-02-04,B-45147,9,1242,66,3,0,1658,1381.5
2023-02-04,C-45147,19,5164,14,40,0.15,450.91,360.73
2023-02-04,A-45148,8,4307,174,1,0.3,15345.1,12276.08
2023-02-04,C-45148,5,725,119,8,0,1483.58,1290.06
2023-02-04,C-45148,20,4198,94,881,0,28.44,23.5
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,12,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,1,0,206.43,187.2
2023-02-04,C-45148,21,3758,83,4,0,206.43,187.2
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,12,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,1,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,8,0,186.66,167.44
2023-02-04,C-45148,21,4105,83,2,0,186.66,167.44
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,12,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,4,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4277,83,1,0,575.97,448.19
2023-02-04,C-45148,21,4474,83,1,0,8803.18,7281.64
2023-02-04,C-45148,21,4474,83,1,0,8803.18,7281.64
2023-02-04,C-45148,21,4474,83,1,0,8803.18,7281.64
2023-02-04,C-45148,21,4474,83,1,0,8803.18,7281.64
2023-02-04,C-45148,21,249,55,100,0,14.09,10.5
2023-02-04,C-45148,21,770,55,10,0,184.03,116.63
2023-02-04,C-45148,21,773,55,10,0,117.69,94.15
2023-02-04,C-45148,21,1940,55,10,0,8.29,6.78
2023-02-04,C-45148,21,1959,55,10,0,3.64,2.91
2023-02-04,C-45148,5,732,46,1,0,2791.66,1621.59
2023-02-04,C-45148,5,732,46,1,0,2791.66,1621.59
2023-02-04,C-45148,5,3136,46,501,0,0.43,0.34
2023-02-04,C-45148,5,3136,46,499,0,0.43,0.34
2023-02-04,C-45148,5,3136,46,600,0,0.43,0.34
2023-02-04,C-45148,5,3138,46,1100,0,0.29,0.26
2023-02-04,C-45148,5,3138,46,600,0,0.36,0.26
2023-02-04,C-45148,5,3140,46,1200,0,0.58,0.37
2023-02-04,C-45148,5,5290,46,3,0,55.14,49.8
2023-02-04,B-45148,6,1558,37,100,0,3.39,2.71
2023-02-04,B-45148,6,1560,37,100,0,3.39,2.71
2023-02-04,C-45149,5,5663,199,106,0,30.4,22.62
2023-02-04,C-45149,20,5071,155,2,0,2349,1957.46
2023-02-04,C-45149,3,4679,164,30,0.12,62.63,56.93
2023-02-04,C-45149,3,4695,164,2,0.12,214.32,194.83
2023-02-04,C-45149,3,4697,164,2,0.24,214.33,194.83
2023-02-04,C-45149,3,4700,164,2,0.39,351.11,280.89
2023-02-04,C-45149,5,92,119,2,0,3054.91,2660.79
2023-02-04,C-45149,5,2099,119,1,0,9793.07,7087.89
2023-02-04,C-45149,5,2140,119,1,0,293.68,214.43
